gene1	gene_type	gene2	gene_type	combined_score
Rdh7	Down	Hamp	Down	304
Otc	Down	Cyp1a2	Down	304
Hamp	Down	Cps1	Down	304
Cpb2	Down	Apoc3	Down	304
Smr3a	Up	Mucl2	Up	303
Serpina1b	Down	Klk1b9	Up	303
Serpina1b	Down	Klk1b8	Up	303
Serpina1b	Down	Klk1b5	Up	303
Otc	Down	Ahsg	Down	303
Hpx	Down	Apob	Down	303
Serpina1c	Down	Hpd	Down	302
Serpina1b	Down	Kng1	Down	302
Serpina1a	Down	Klk1b24	Up	302
Saa4	Down	Hp	Down	302
Pth	Down	Apoa1	Down	302
Klk1	Up	Fgb	Down	302
Hpx	Down	Cyp2d10	Down	302
Cyp2j5	Down	Alb	Down	302
Cyp1a2	Down	Apoc3	Down	302
Cox8b	Down	Adig	Down	302
Serpinc1	Down	Klk1b4	Up	301
Serpinc1	Down	Klk1b3	Up	301
Serpinc1	Down	Klk1b27	Up	301
Serpinc1	Down	Klk1b26	Up	301
Serpinc1	Down	Klk1b24	Up	301
Serpinc1	Down	Klk1b22	Up	301
Serpinc1	Down	Klk1b21	Up	301
Serpinc1	Down	Klk1b16	Up	301
Serpina3k	Down	Klk1b4	Up	301
Serpina3k	Down	Klk1b27	Up	301
Serpina3k	Down	Klk1b26	Up	301
Serpina3k	Down	Klk1b22	Up	301
Serpina3k	Down	Klk1b21	Up	301
Serpina3k	Down	Klk1b16	Up	301
Serpina3k	Down	Klk1b11	Up	301
Serpina1d	Down	Klk1b4	Up	301
Serpina1d	Down	Klk1b3	Up	301
Serpina1d	Down	Klk1b27	Up	301
Serpina1d	Down	Klk1b26	Up	301
Serpina1d	Down	Klk1b24	Up	301
Serpina1d	Down	Klk1b22	Up	301
Serpina1d	Down	Klk1b21	Up	301
Serpina1d	Down	Klk1b16	Up	301
Serpina1d	Down	Klk1b11	Up	301
Serpina1d	Down	Klk1b1	Up	301
Serpina1d	Down	Klk1	Up	301
Serpina1c	Down	Klk1b4	Up	301
Serpina1c	Down	Klk1b3	Up	301
Serpina1c	Down	Klk1b27	Up	301
Serpina1c	Down	Klk1b26	Up	301
Serpina1c	Down	Klk1b24	Up	301
Serpina1c	Down	Klk1b22	Up	301
Serpina1c	Down	Klk1b21	Up	301
Serpina1c	Down	Klk1b16	Up	301
Serpina1b	Down	Klk1b4	Up	301
Serpina1b	Down	Klk1b3	Up	301
Serpina1b	Down	Klk1b27	Up	301
Serpina1b	Down	Klk1b26	Up	301
Serpina1b	Down	Klk1b24	Up	301
Serpina1b	Down	Klk1b21	Up	301
Serpina1b	Down	Klk1b16	Up	301
Serpina1b	Down	Klk1b11	Up	301
Serpina1b	Down	Klk1b1	Up	301
Serpina1b	Down	Klk1	Up	301
Serpina1a	Down	Klk1b4	Up	301
Serpina1a	Down	Klk1b3	Up	301
Serpina1a	Down	Klk1b27	Up	301
Serpina1a	Down	Klk1b26	Up	301
Serpina1a	Down	Klk1b22	Up	301
Serpina1a	Down	Klk1b21	Up	301
Serpina1a	Down	Klk1b16	Up	301
Serpina1a	Down	Klk1b11	Up	301
Serpina1a	Down	Klk1b1	Up	301
Rdh7	Down	Cyp2e1	Down	301
Krt7	Up	Esrp1	Up	301
Hp	Down	Hnf4a	Down	301
Tnni2	Down	Ampd1	Down	300
Kng2	Down	Apoa5	Down	300
Ehf	Up	Cldn8	Up	300
Cfi	Down	Azgp1	Down	300
Serpinc1	Down	Fgl1	Down	299
Elf5	Up	Cldn7	Up	299
Cyp4a10	Down	Apoa1	Down	299
Cd36	Down	Apoa4	Down	299
Myom2	Down	Myh1	Down	298
Cyp3a11	Down	Alas2	Up	298
Cyp2c29	Down	Apoa1	Down	298
Cpn2	Down	Apof	Down	298
Car6	Up	Bpifa2	Up	298
Hamp	Down	Apoa1	Down	297
Tat	Down	Cyp2b9	Down	296
H2-Q10	Down	Cyp2j5	Down	296
Apoa4	Down	Apcs	Down	296
Ucp1	Down	Elovl3	Down	295
Slc10a1	Down	Mat1a	Down	295
Slc10a1	Down	Apof	Down	295
Serpina3k	Down	Apof	Down	295
Hp	Down	BC048546	Up	295
Cyp3a25	Down	Ahsg	Down	295
Slc10a1	Down	Hpd	Down	294
Serpina1a	Down	Hpd	Down	294
Plg	Down	Klk1b8	Up	294
Nat8f2	Down	Cyp1a2	Down	294
Uroc1	Down	Apoc3	Down	293
Tat	Down	Cyp2e1	Down	293
Slc10a1	Down	Cyp4a10	Down	293
Serpina1a	Down	Kng1	Down	293
Otc	Down	Cyp3a11	Down	293
Cyp3a11	Down	Ahsg	Down	293
Saa4	Down	Plg	Down	292
Myom2	Down	Myh4	Down	292
Itih1	Down	Hp	Down	292
Hpd	Down	Fgg	Down	292
H2-Q10	Down	Akr1c6	Down	292
Cyp4f18	Down	Cyp2d26	Down	292
Fabp4	Down	Aqp7	Down	291
Fabp1	Down	Cyp3a25	Down	291
Cyp2c37	Down	Apoc3	Down	291
Ces1c	Down	Azgp1	Down	291
Tpo	Down	Crisp3	Up	290
Tpo	Down	Crisp1	Up	290
Scgb2b27	Up	F2	Down	290
H2-Q10	Down	F2	Down	290
Cldn4	Up	Alb	Down	290
Apcs	Down	Ahsg	Down	290
Serpina1d	Down	Fabp1	Down	289
F2	Down	Cyp2d10	Down	289
Tat	Down	Gc	Down	288
Pzp	Down	Cpn2	Down	288
Mup5	Up	Akr1c6	Down	288
Krt7	Up	Elf5	Up	288
Kng2	Down	Cpb2	Down	288
Klk1b8	Up	Acpp	Up	288
Kcnn4	Up	Alb	Down	288
Hpd	Down	Cfi	Down	288
H2-Q10	Down	Cyp2d10	Down	288
Tg	Down	Plg	Down	287
Tat	Down	Slc10a1	Down	287
Plg	Down	Krt7	Up	287
Mat1a	Down	H2-Q10	Down	287
Itih1	Down	Apcs	Down	287
Cyp4a10	Down	Apoa5	Down	287
Tat	Down	F2	Down	286
Klk1b8	Up	Hpx	Down	286
Itih1	Down	Akr1c6	Down	286
Hpd	Down	Hamp	Down	286
Slc10a1	Down	Fabp1	Down	285
Serpina3k	Down	Cyp2d10	Down	285
Serpina1c	Down	Pzp	Down	285
Serpina1c	Down	Ahsg	Down	285
Klk1b5	Up	Hpx	Down	285
Cyp2j5	Down	Ahsg	Down	285
Cyp2d10	Down	Apoa2	Down	285
Serpinc1	Down	Hnf4a	Down	284
Pzp	Down	Cpb2	Down	284
Plin1	Down	Alb	Down	284
Kng2	Down	Hpd	Down	284
Klk1b9	Up	Hpx	Down	284
Klk1b9	Up	Fgg	Down	284
Klk1b8	Up	Fgg	Down	284
Klk1b5	Up	Fgg	Down	284
Itih1	Down	Cps1	Down	284
Hpx	Down	Fgl1	Down	284
Hamp	Down	Ambp	Down	284
H2-Q10	Down	Fabp1	Down	284
Saa4	Down	Kng1	Down	283
Kng2	Down	Hpx	Down	283
Klk1b5	Up	Cd36	Down	283
Hrg	Down	Fabp1	Down	283
Gc	Down	Apcs	Down	283
Cpn2	Down	Ambp	Down	283
Tat	Down	Cpb2	Down	282
Pzp	Down	Apoa2	Down	282
Plet1	Up	Elf5	Up	282
Myh4	Down	Krt7	Up	282
Myh2	Down	Krt7	Up	282
Myh1	Down	Krt7	Up	282
Hnf4a	Down	Ces1d	Down	282
Cyp2c37	Down	Apof	Down	282
Klk1b9	Up	Cd36	Down	281
Hrg	Down	Cyp2d26	Down	281
Cyp2b9	Down	Alb	Down	281
Tg	Down	Apoc3	Down	280
Serpina3k	Down	Fgl1	Down	280
Serpina1d	Down	Apob	Down	280
Saa4	Down	Cps1	Down	280
Otc	Down	Azgp1	Down	280
Klk1b1	Up	Fgb	Down	280
Klk1	Up	Fgg	Down	280
Itih1	Down	Azgp1	Down	280
Cyp1a2	Down	Apoa1	Down	280
Myom2	Down	Lmod2	Down	279
Slc10a1	Down	Pck1	Down	278
Serpina3k	Down	Serpina1c	Down	278
Klk1b1	Up	F2	Down	278
Hamp	Down	Alas2	Up	278
Fgl1	Down	Ahsg	Down	278
Cyp4a10	Down	Cps1	Down	278
Serpina1d	Down	Apoa5	Down	277
Plg	Down	Klk1b1	Up	277
Klk1b8	Up	Cd36	Down	277
Tat	Down	Cyp2a12	Down	276
Serpina3k	Down	Akr1c6	Down	276
Serpina1d	Down	Cyp2a12	Down	276
Pzp	Down	Apcs	Down	276
Pck1	Down	Aqp7	Down	276
Cyp2a12	Down	Cpn2	Down	276
Cpn2	Down	Cd36	Down	276
Plet1	Up	Ehf	Up	275
Itih1	Down	Cfi	Down	275
Cyp4f18	Down	Cyp3a25	Down	275
Cyp4a10	Down	Apoa4	Down	275
Cyp4a10	Down	Alb	Down	275
Apob	Down	Akr1c6	Down	275
Serpinc1	Down	BC048546	Up	274
Rdh7	Down	Apob	Down	274
Pck1	Down	Cyp4a10	Down	274
Hpd	Down	Ces1c	Down	274
H2-Q10	Down	Apoc3	Down	274
Dcpp1	Up	Bpifa2	Up	274
Cpb2	Down	Apoa1	Down	274
Apoa5	Down	Apcs	Down	274
Slc10a1	Down	Apob	Down	273
Serpinc1	Down	Cpn2	Down	273
Hpd	Down	Hnf4a	Down	273
Epcam	Up	Elf5	Up	273
Cyp4f18	Down	Cyp2c50	Down	273
Tat	Down	Cyp3a25	Down	272
H2-Q10	Down	Apoa2	Down	272
Cyp2c29	Down	Ces3a	Down	272
Mat1a	Down	Apcs	Down	271
Cyp2c50	Down	Ces3a	Down	271
Rdh7	Down	Cpn2	Down	270
Cyp4a10	Down	Ces1d	Down	270
Ces1d	Down	Apoc3	Down	270
Tat	Down	Rdh7	Down	269
Tat	Down	Cyp4a10	Down	269
Saa4	Down	Apoa5	Down	269
Saa4	Down	Apob	Down	268
Krt7	Up	Ces1d	Down	268
Cyp3a11	Down	Apob	Down	268
Tg	Down	Egf	Up	267
Slc10a1	Down	Gc	Down	267
Serpina1a	Down	Cyp2d26	Down	267
Mat1a	Down	Cyp2c29	Down	267
Kng1	Down	Cyp3a11	Down	267
Klk1b9	Up	Apoa1	Down	267
Klk1b5	Up	Apoa1	Down	267
Hpx	Down	Cyp2c29	Down	267
Cyp4f18	Down	Cyp3a11	Down	267
Cyp2c50	Down	Cps1	Down	267
Cfi	Down	Apcs	Down	267
Rdh7	Down	Cyp4a10	Down	266
Plg	Down	BC048546	Up	266
Pck1	Down	Otc	Down	266
Klk1b8	Up	Apoa1	Down	266
H2-Q10	Down	Cyp2b9	Down	266
Fgg	Down	Cyp3a11	Down	266
Cps1	Down	Apob	Down	266
Tnnc2	Down	Lrrc26	Up	265
Tnnc2	Down	Cpn2	Down	265
Scgb2b26	Up	Klk1b22	Up	265
Pzp	Down	Cfi	Down	265
Mug1	Down	H2-Q10	Down	265
Itih1	Down	Apoc3	Down	265
Hamp	Down	Ahsg	Down	265
Esrp1	Up	Crisp3	Up	265
Cyp3a25	Down	Cpn2	Down	265
Cyp2d10	Down	Ahsg	Down	265
Cyp2c37	Down	Ces1c	Down	265
Cyp2c37	Down	Apoa5	Down	265
Ngf	Up	Hpx	Down	264
Klk1	Up	F2	Down	264
Hrg	Down	Cpn2	Down	264
Fbp1	Down	Fabp1	Down	264
Orm1	Down	Apcs	Down	263
Mup5	Up	Cyp3a25	Down	263
Gys2	Down	Aqp7	Down	263
Cpn2	Down	Cpb2	Down	263
Alb	Down	Acpp	Up	263
Serpina3k	Down	Serpina1a	Down	262
Kng2	Down	Cyp2d10	Down	262
Esrp1	Up	Crisp1	Up	262
Slc10a1	Down	Kng1	Down	261
Serpinc1	Down	Cyp2c29	Down	261
Serpina1a	Down	Pzp	Down	261
Plg	Down	Klk1	Up	261
Cyp3a25	Down	Apoa4	Down	261
Crisp1	Up	Actg2	Up	261
Otc	Down	Itih1	Down	260
Ngf	Up	Klk1b9	Up	260
Mup5	Up	Elovl3	Down	260
Hpd	Down	Cyp2c37	Down	260
Hamp	Down	Akr1c6	Down	260
Dcpp1	Up	Alb	Down	260
Cyp3a25	Down	Azgp1	Down	260
Tpo	Down	Duox2	Up	259
Tat	Down	Hp	Down	259
Saa4	Down	Fgg	Down	259
Saa4	Down	Apof	Down	259
Mybpc2	Down	Cox8b	Down	259
Mat1a	Down	Cpb2	Down	259
Lrrc26	Up	Bcl2l14	Up	259
Itih1	Down	Hpd	Down	259
H2-Q10	Down	Cyp2c29	Down	259
Cyp2e1	Down	Apob	Down	259
Tnn	Up	Hp	Down	258
Slc10a1	Down	Hrg	Down	258
Serpina3k	Down	Apoa2	Down	258
Ngf	Up	Klk1b5	Up	258
Nat8f2	Down	Cyp2c29	Down	258
Hnf4a	Down	Epcam	Up	258
H2-Q10	Down	Cyp2c50	Down	258
Apoc3	Down	Apcs	Down	258
Serpina1d	Down	H2-Q10	Down	257
Serpina1c	Down	Fabp1	Down	257
Saa4	Down	Ahsg	Down	257
Otc	Down	Gys2	Down	257
Hpd	Down	Cyp4a10	Down	257
F2	Down	Cpn2	Down	257
Cyp2e1	Down	Cpn2	Down	257
Cyp2c54	Down	Ces3a	Down	257
Cyp1a2	Down	Ces3a	Down	257
Tnn	Up	Klk1b9	Up	256
Tnn	Up	Klk1b8	Up	256
Tnn	Up	Klk1b5	Up	256
Tnn	Up	Klk1b4	Up	256
Tnn	Up	Klk1b3	Up	256
Tnn	Up	Klk1b27	Up	256
Tnn	Up	Klk1b26	Up	256
Tnn	Up	Klk1b24	Up	256
Tnn	Up	Klk1b22	Up	256
Tnn	Up	Klk1b21	Up	256
Tnn	Up	Klk1b16	Up	256
Tnn	Up	Klk1b11	Up	256
Tnn	Up	Klk1b1	Up	256
Tnn	Up	Klk1	Up	256
Tnn	Up	Cfi	Down	256
Tat	Down	Ahsg	Down	256
Slc10a1	Down	Ambp	Down	256
Pck1	Down	Apoa5	Down	256
Cyp2j5	Down	Apoa1	Down	256
Cyp1a2	Down	Apoa5	Down	256
Serpina1a	Down	Fabp1	Down	255
Fgl1	Down	Apoa1	Down	255
Fgb	Down	Cyp2j5	Down	255
Tpo	Down	Alb	Down	254
Tnnt3	Down	Ampd1	Down	254
Serpina1d	Down	Otc	Down	254
Saa4	Down	Cyp2c29	Down	254
Otc	Down	Acpp	Up	254
Klk1b1	Up	Fgl1	Down	254
Ucp1	Down	Alb	Down	253
Saa4	Down	Akr1c6	Down	253
Itih1	Down	Cyp2d26	Down	253
Hamp	Down	F2	Down	253
Hamp	Down	Cyp2d26	Down	253
Egf	Up	Cd36	Down	253
Cyp2j5	Down	Cfi	Down	253
Cyp2c29	Down	Apoa5	Down	253
Tat	Down	Itih1	Down	252
Slc36a2	Down	Aqp7	Down	252
Rdh7	Down	H2-Q10	Down	252
Mybpc2	Down	Ampd1	Down	252
Mup5	Up	Klk1b22	Up	252
Gys2	Down	Akr1c6	Down	252
Apoa4	Down	Ahsg	Down	252
Serpina1b	Down	Apcs	Down	251
Plin1	Down	Car3	Down	251
Klk1b11	Up	F2	Down	251
Itih1	Down	Gc	Down	251
Cyp1a2	Down	Cpn2	Down	251
Plg	Down	H2-Q10	Down	250
Krt7	Up	Alb	Down	250
Klk1b3	Up	Bpifa2	Up	250
Gc	Down	Fgl1	Down	250
Cyp2c29	Down	Apoa2	Down	250
Tat	Down	Kng1	Down	249
Myh4	Down	Cnn1	Up	249
Myh2	Down	Cnn1	Up	249
Myh1	Down	Cnn1	Up	249
Xirp2	Down	Myh4	Down	248
Uroc1	Down	Otc	Down	248
Serpina1c	Down	Apob	Down	248
Plet1	Up	Cldn4	Up	248
Hrg	Down	Cyp2c37	Down	248
Hpx	Down	Cpn2	Down	248
Hpd	Down	Cyp2e1	Down	248
Fgg	Down	Cyp2d10	Down	248
Cyp4f18	Down	Cyp2a12	Down	248
Serpinc1	Down	Cyp1a2	Down	247
Serpina3k	Down	Rdh7	Down	247
Saa4	Down	Cpb2	Down	247
Saa4	Down	Apoa4	Down	247
Klk1b4	Up	Apob	Down	247
Klk1b3	Up	Apob	Down	247
Klk1b27	Up	Apob	Down	247
Klk1b26	Up	Apob	Down	247
Klk1b24	Up	Apob	Down	247
Klk1b22	Up	Apob	Down	247
Klk1b21	Up	Apob	Down	247
Klk1b16	Up	Apob	Down	247
Klk1b11	Up	Apob	Down	247
Klk1b1	Up	Apob	Down	247
Klk1	Up	Apob	Down	247
Egf	Up	Apoa1	Down	247
Tpo	Down	Pth	Down	246
Tg	Down	Dio1	Down	246
Serpina1c	Down	Cps1	Down	246
Pth	Down	Apob	Down	246
Mat1a	Down	Cyp4a10	Down	246
Hnf4a	Down	Cps1	Down	246
F2	Down	Bglap3	Up	246
Apcs	Down	Ambp	Down	246
Slc10a1	Down	Cyp2a12	Down	245
Rdh7	Down	Cyp2c50	Down	245
Pzp	Down	Otc	Down	245
Pzp	Down	Cyp2j5	Down	245
Pck1	Down	Cyp3a11	Down	245
Ngf	Up	Myl1	Down	245
Klk1b1	Up	Alb	Down	245
Fabp4	Down	Car3	Down	245
F2	Down	Elovl3	Down	245
F2	Down	Cyp2c37	Down	245
Cyp4a10	Down	Apoa2	Down	245
Cyp3a11	Down	Ces3a	Down	245
Cyp1a2	Down	Alas2	Up	245
Alb	Down	Alas2	Up	245
Uroc1	Down	Serpinc1	Down	244
Uroc1	Down	Cps1	Down	244
Klk1	Up	Cd36	Down	244
Cst10	Up	Alb	Down	244
Cfi	Down	BC048546	Up	244
Cd36	Down	Apoa2	Down	244
Kng2	Down	Akr1c6	Down	243
Klk1b9	Up	Fgl1	Down	243
Klk1b9	Up	Fgb	Down	243
Klk1b8	Up	Fgl1	Down	243
Klk1b8	Up	Fgb	Down	243
Klk1b5	Up	Fgl1	Down	243
Klk1b5	Up	Fgb	Down	243
Klk1b5	Up	Bpifa2	Up	243
Klk1b4	Up	Fgl1	Down	243
Klk1b4	Up	Fgg	Down	243
Klk1b4	Up	Fgb	Down	243
Klk1b3	Up	Fgl1	Down	243
Klk1b3	Up	Fgg	Down	243
Klk1b3	Up	Fgb	Down	243
Klk1b27	Up	Fgl1	Down	243
Klk1b27	Up	Fgg	Down	243
Klk1b27	Up	Fgb	Down	243
Klk1b26	Up	Fgl1	Down	243
Klk1b26	Up	Fgg	Down	243
Klk1b26	Up	Fgb	Down	243
Klk1b24	Up	Fgl1	Down	243
Klk1b24	Up	Fgg	Down	243
Klk1b24	Up	Fgb	Down	243
Klk1b22	Up	Fgl1	Down	243
Klk1b22	Up	Fgg	Down	243
Klk1b22	Up	Fgb	Down	243
Klk1b21	Up	Fgl1	Down	243
Klk1b21	Up	Fgg	Down	243
Klk1b21	Up	Fgb	Down	243
Klk1b16	Up	Fgl1	Down	243
Klk1b16	Up	Fgg	Down	243
Klk1b16	Up	Fgb	Down	243
Klk1b11	Up	Fgl1	Down	243
Klk1b11	Up	Fgg	Down	243
Klk1b11	Up	Fgb	Down	243
Klk1b1	Up	Fgg	Down	243
Klk1	Up	Fgl1	Down	243
Itih1	Down	Cyp2d10	Down	243
Cyp3a11	Down	Cfi	Down	243
Cyp2d26	Down	Azgp1	Down	243
Cyp1a2	Down	Apof	Down	243
Uroc1	Down	Cyp2d26	Down	242
Serpina3k	Down	Saa4	Down	242
Serpina1a	Down	Fgl1	Down	242
Pth	Down	Klk1b9	Up	242
Pck1	Down	Cps1	Down	242
Orm1	Down	Fgl1	Down	242
Ngf	Up	Klk1b8	Up	242
Hpd	Down	Fabp1	Down	242
Hnf4a	Down	Egf	Up	242
Hnf4a	Down	Cd36	Down	242
Cyp2d10	Down	Ces1c	Down	242
Serpinc1	Down	Orm1	Down	241
Scgb1b27	Up	Alb	Down	241
Saa4	Down	Cfi	Down	241
Plin1	Down	Apoa5	Down	241
Plg	Down	Klk1b4	Up	241
Pck1	Down	Apoa2	Down	241
Otc	Down	Hamp	Down	241
Myh1	Down	F2	Down	241
Myh1	Down	Ampd1	Down	241
Kng2	Down	Itih1	Down	241
Itih1	Down	Apob	Down	241
Fxyd3	Up	Cldn4	Up	241
Fgl1	Down	Ambp	Down	241
Dio1	Down	Alb	Down	241
Cyp2d10	Down	Ces3a	Down	241
Cpb2	Down	Azgp1	Down	241
Ugt3a2	Down	Hnf4a	Down	240
Tat	Down	Ambp	Down	240
Plg	Down	Klk1b3	Up	240
Hpd	Down	Apob	Down	240
Cyp2b9	Down	Atp6v0d2	Up	240
Ces1d	Down	Apoa5	Down	240
Car3	Down	Alb	Down	240
Xirp2	Down	Cox8b	Down	239
Uroc1	Down	Rdh7	Down	239
Tnnt3	Down	Cnn1	Up	239
Serpina1b	Down	Fgl1	Down	239
Mylpf	Down	Cox8b	Down	239
Fgg	Down	Cyp2e1	Down	239
Pck1	Down	Hp	Down	238
Kng2	Down	Klk1b26	Up	238
Kng2	Down	Klk1b16	Up	238
Kng1	Down	Klk1b26	Up	238
Kng1	Down	Klk1b16	Up	238
Klk1b9	Up	BC048546	Up	238
Hpd	Down	Cpn2	Down	238
Fam71d	Down	Crisp3	Up	238
Cyp2c29	Down	Cfi	Down	238
Cpb2	Down	Apob	Down	238
Cd36	Down	Apoa5	Down	238
Tpo	Down	Apoa1	Down	237
Pth	Down	Atp6v0d2	Up	237
Kng1	Down	Fgl1	Down	237
Klk1b5	Up	BC048546	Up	237
Klk1b3	Up	F2	Down	237
Klk1	Up	BC048546	Up	237
Itih1	Down	Cyp2a12	Down	237
Hrg	Down	Cd36	Down	237
Hnf4a	Down	Cfi	Down	237
Hamp	Down	Cyp2e1	Down	237
H2-Q10	Down	Cyp4a10	Down	237
Mylpf	Down	Ampd1	Down	236
Myh2	Down	Ampd1	Down	236
Klk1b3	Up	Cpb2	Down	236
Klk1b27	Up	F2	Down	236
Klk1b1	Up	Cpb2	Down	236
Klk1	Up	Cpb2	Down	236
Hamp	Down	Fgb	Down	236
Ces3a	Down	Akr1c6	Down	236
Uroc1	Down	Cyp2d10	Down	235
Serpina1d	Down	Cyp2d26	Down	235
Scgb1b27	Up	Bpifa2	Up	235
Mug1	Down	Cyp3a11	Down	235
Klk1b4	Up	F2	Down	235
Klk1b4	Up	Cpb2	Down	235
Klk1b26	Up	F2	Down	235
Klk1b24	Up	F2	Down	235
Klk1b22	Up	F2	Down	235
Klk1b22	Up	Cpb2	Down	235
Klk1b21	Up	F2	Down	235
Klk1b16	Up	F2	Down	235
Fabp4	Down	Apoc3	Down	235
Fabp1	Down	Cyp1a2	Down	235
Car6	Up	Alb	Down	235
Serpina1d	Down	Kng2	Down	234
Klk1b9	Up	Egf	Up	234
Klk1b9	Up	Bpifa2	Up	234
Klk1b27	Up	Cpb2	Down	234
Klk1b24	Up	Cpb2	Down	234
Klk1b21	Up	Cpb2	Down	234
Klk1b11	Up	Cpb2	Down	234
Hnf4a	Down	Fabp4	Down	234
Esrp1	Up	Cldn8	Up	234
Tat	Down	Hpx	Down	233
Slc10a1	Down	Cyp2b9	Down	233
Serpina1b	Down	Pzp	Down	233
H2-Q10	Down	Cyp3a25	Down	233
Elf5	Up	Cldn8	Up	233
Cyp2c37	Down	Apoa1	Down	233
Tat	Down	Fgg	Down	232
Slc10a1	Down	Cyp2d10	Down	232
Serpina3k	Down	Serpina1b	Down	232
Serpina3k	Down	Cpn2	Down	232
Serpina1d	Down	Itih1	Down	232
Serpina1d	Down	Hpd	Down	232
Serpina1b	Down	Cyp3a11	Down	232
Pzp	Down	H2-Q10	Down	232
Plin1	Down	Cox8b	Down	232
Plg	Down	Klk1b22	Up	232
Otc	Down	Cpb2	Down	232
Klk1b8	Up	Hp	Down	232
Fabp4	Down	Adig	Down	232
Elf5	Up	Cldn4	Up	232
Xirp2	Down	Tnnc2	Down	231
Plg	Down	Klk1b11	Up	231
Klk1b8	Up	BC048546	Up	231
Klk1b5	Up	Egf	Up	231
Cyp2c37	Down	Alb	Down	231
Cyp1a2	Down	Ces1d	Down	231
Uroc1	Down	Plg	Down	230
Tat	Down	Cyp2c37	Down	230
Serpina1c	Down	Rdh7	Down	230
Serpina1c	Down	Hamp	Down	230
Pzp	Down	Itih1	Down	230
Hrg	Down	Hpd	Down	230
Hrg	Down	Cyp1a2	Down	230
Cyp3a25	Down	Ces3a	Down	230
Cpn2	Down	Apoc3	Down	230
Cpn2	Down	Akr1c6	Down	230
Cpb2	Down	Apoa2	Down	230
Uroc1	Down	Apoa5	Down	229
Slc10a1	Down	Cpn2	Down	229
Pck1	Down	Apoa4	Down	229
Kng1	Down	Apob	Down	229
Fabp1	Down	Cyp2d10	Down	229
Cyp3a25	Down	Apob	Down	229
Cyp2e1	Down	Apof	Down	229
Cyp2c54	Down	Cps1	Down	229
Uroc1	Down	Mat1a	Down	228
Uroc1	Down	Cyp2a12	Down	228
Serpina1b	Down	Fabp1	Down	228
Pzp	Down	Cyp3a25	Down	228
Pck1	Down	Hpd	Down	228
Mug1	Down	Cyp2c37	Down	228
Mat1a	Down	Apob	Down	228
Itih1	Down	Apoa4	Down	228
Cpb2	Down	Akr1c6	Down	228
Slc10a1	Down	Cyp2c37	Down	227
Lrrc26	Up	Ankrd61	Up	227
Klk1b26	Up	Cpb2	Down	227
Klk1b16	Up	Cpb2	Down	227
Itih1	Down	Cyp1a2	Down	227
Hpd	Down	Cyp2j5	Down	227
Hnf4a	Down	Cyp3a25	Down	227
H2-Q10	Down	Cyp2c54	Down	227
Fabp4	Down	Elovl3	Down	227
Cfi	Down	Cd36	Down	227
Xirp2	Down	Art1	Down	226
Serpinc1	Down	Saa4	Down	226
Pzp	Down	Cyp2a12	Down	226
Klk1b27	Up	Klk1	Up	226
Hrg	Down	Cyp2c29	Down	226
Hpx	Down	Cyp2c37	Down	226
Cyp4a10	Down	Cpn2	Down	226
Cyp2c37	Down	Cpn2	Down	226
Tnnt3	Down	Actg2	Up	225
Slc10a1	Down	F2	Down	225
Serpinc1	Down	Egf	Up	225
Pth	Down	Klk1b5	Up	225
Otc	Down	Cpn2	Down	225
Hpd	Down	Azgp1	Down	225
Gc	Down	Cyp1a2	Down	225
Xirp2	Down	Myh2	Down	224
Tat	Down	Hamp	Down	224
Tat	Down	Cpn2	Down	224
Pth	Down	Klk1b8	Up	224
Klk1b5	Up	Klk1	Up	224
Gys2	Down	Cps1	Down	224
Cyp4a10	Down	Ces3a	Down	224
Apoa2	Down	Apcs	Down	224
Uroc1	Down	Hrg	Down	223
Serpina1b	Down	Hpd	Down	223
Serpina1a	Down	Apob	Down	223
Saa4	Down	Kng2	Down	223
Pzp	Down	Apoa5	Down	223
Pip	Up	Klk1b3	Up	223
Mat1a	Down	Fgl1	Down	223
Hp	Down	Cpn2	Down	223
Gys2	Down	Apoa5	Down	223
Elf5	Up	Crisp1	Up	223
Cpn2	Down	Bcl2l14	Up	223
Tnni2	Down	Actg2	Up	222
Tnnc2	Down	Ampd1	Down	222
Tat	Down	Cyp2j5	Down	222
Myl1	Down	Egf	Up	222
Klk1b27	Up	Klk1b26	Up	222
Hpd	Down	Cyp2c50	Down	222
Fgg	Down	Cyp2c29	Down	222
F2	Down	Cyp4a10	Down	222
Cyp2j5	Down	Azgp1	Down	222
Cyp2c29	Down	Azgp1	Down	222
Cpn2	Down	Ahsg	Down	222
Serpina1a	Down	Apof	Down	221
Mug1	Down	Cyp2c29	Down	221
Cyp2c29	Down	Cpb2	Down	221
Cyp2c29	Down	Ces1d	Down	221
Cpn2	Down	Ces1c	Down	221
Uroc1	Down	Kng1	Down	220
Ugt3a2	Down	Cyp4a10	Down	220
Serpina1d	Down	Egf	Up	220
Cyp2j5	Down	Cpn2	Down	220
Cyp1a2	Down	Ahsg	Down	220
Uroc1	Down	Hpx	Down	219
Serpina1b	Down	Hamp	Down	219
Serpina1a	Down	Cps1	Down	219
Plg	Down	Ces1d	Down	219
Plet1	Up	Krt7	Up	219
Pck1	Down	Cyp1a2	Down	219
Orm1	Down	F2	Down	219
Nat8f2	Down	Itih1	Down	219
Kng1	Down	Apoa4	Down	219
Hamp	Down	Apof	Down	219
Fgb	Down	Cyp3a11	Down	219
