UNIPROT ID,Protein Name,Docking Rank,Docking Affinity,Gene Rank,Gene P-Value Significance,Fold Change
P50538,bHLH,3051,35.12,0.582247203,0.582247203,1.05116318
P50538,bHLH,7275,21.9,0.582247203,0.582247203,1.05116318
Q80US8,bHLH,4232,32.99,0.478453597,0.478453597,0.734570058
Q80US8,bHLH,4856,31.82,0.478453597,0.478453597,0.734570058
Q60948,bHLH,5249,31.06,0.337290564,0.337290564,1.083445818
P50540,bHLH,1913,37.35,0.679459757,0.679459757,0.967134376
P50540,bHLH,2898,35.36,0.679459757,0.679459757,0.967134376
Q9CZH7,,2034,37.1,0.597960582,0.597960582,0.949703317
Q9DBV4,,407,43.69,0.484150262,0.484150262,0.923608771
Q7TPV4,,3067,35.08,0.461502162,0.461502162,0.920442227
Q7TPV4,,3067,35.08,0.461502162,1,1.150763644
O70468,,970,40.08,0.85325445,0.85325445,1.086202954
P70402,,6968,25.51,0.916226976,0.916226976,0.942630218
Q5FW53,,3259,34.72,0.261599799,0.261599799,3.988854975
P01108,bHLH,3475,34.31,0.669540376,0.669540376,0.916204486
P10166,bHLH,4420,32.65,0.767565894,0.767565894,1.048733729
P03966,bHLH,3293,34.65,0.943152371,0.943152371,0.984403707
Q8C854,,438,43.41,0.593119925,0.593119925,1.046723747
Q8C854,,4941,31.68,0.593119925,0.593119925,1.046723747
Q61879,,1582,38.15,0.14103124,0.14103124,1.110996773
Q61879,,2245,36.63,0.14103124,0.14103124,1.110996773
B1AR69,,5428,30.68,0.87568525,0.87568525,1.103014975
G3UW82,,4568,32.36,0.023410185,0.023410185,0.463321497
P13542,,2673,35.78,0.365153514,0.365153514,0.652347201
Q8VDD5,,927,40.22,0.876691092,0.876691092,0.988573875
Q8VDD5,,2362,36.39,0.876691092,0.876691092,0.988573875
Q8VDD5,,2884,35.38,0.876691092,0.876691092,0.988573875
Q8VDD5,,5172,31.23,0.876691092,0.876691092,0.988573875
Q8VDD5,,5358,30.81,0.876691092,0.876691092,0.988573875
Q8VDD5,,7013,25.23,0.876691092,0.876691092,0.988573875
P05977,,4370,32.73,0.04856167,0.04856167,0.307670268
Q62082,,2592,35.93,1,1,Inf
Q3THE2,,7125,24.24,0.437081391,0.437081391,1.059947379
P09542,,6918,25.8,0.588776626,0.806479242,0.977731424
P09542,,6918,25.8,0.588776626,0.588776626,0.497686341
P09541,,3444,34.36,0.323159723,0.806479242,0.977731424
P09541,,3444,34.36,0.323159723,0.323159723,1.246385004
P09541,,3444,34.36,0.323159723,1,1.150763644
Q8CI43,,6495,27.94,0.714856777,0.714856777,0.973526032
Q8CI43,,6495,27.94,0.714856777,0.286983112,0.898746544
Q8CI43,,6495,27.94,0.286983112,0.714856777,0.973526032
Q8CI43,,6495,27.94,0.286983112,0.286983112,0.898746544
Q9CQ19,,6639,27.27,0.865313965,0.865313965,1.020732785
Q8BM54,,6260,28.66,0.678161656,0.678161656,1.041565494
Q6PDN3,,768,41.27,0.360411431,0.360411431,1.082038363
Q6PDN3,,1225,39.21,0.360411431,0.360411431,1.082038363
Q6PDN3,,1667,37.95,0.360411431,0.360411431,1.082038363
Q6PDN3,,2233,36.64,0.360411431,0.360411431,1.082038363
Q6PDN3,,5324,30.91,0.360411431,0.360411431,1.082038363
Q3UIZ8,,243,45.13,0.360411431,0.360411431,1.082038363
Q3UIZ8,,243,45.13,0.360411431,0.03768094,1.35292622
Q3UIZ8,,243,45.13,0.03768094,0.360411431,1.082038363
Q3UIZ8,,243,45.13,0.03768094,0.03768094,1.35292622
Q99MD8,ZBTB,2123,36.89,0.575837732,0.575837732,1.057697306
F8VQB6,,577,42.38,0.783662483,0.783662483,1.019634106
F8VQB6,,972,40.08,0.783662483,0.783662483,1.019634106
F8VQB6,,1391,38.68,0.783662483,0.783662483,1.019634106
F8VQB6,,2150,36.82,0.783662483,0.783662483,1.019634106
Q9QZZ4,,215,45.41,0.88233893,0.88233893,1.060674375
Q9QZZ4,,215,45.41,0.88233893,1,1.150763644
Q9QZZ4,,919,40.24,0.88233893,0.88233893,1.060674375
Q9QZZ4,,919,40.24,0.88233893,1,1.150763644
Q9QZZ4,,1304,38.95,0.88233893,0.88233893,1.060674375
Q9QZZ4,,1304,38.95,0.88233893,1,1.150763644
Q9QZZ4,,1462,38.5,0.88233893,0.88233893,1.060674375
Q9QZZ4,,1462,38.5,0.88233893,1,1.150763644
Q9QZZ4,,4576,32.35,0.88233893,0.88233893,1.060674375
Q9QZZ4,,4576,32.35,0.88233893,1,1.150763644
Q5DU14,,756,41.32,0.413592511,0.413592511,1.06926001
Q9JMH9,,373,43.94,0.559548111,0.559548111,0.957108207
Q9JMH9,,373,43.94,0.559548111,1,1.150763644
Q9JMH9,,752,41.34,0.559548111,0.559548111,0.957108207
Q9JMH9,,752,41.34,0.559548111,1,1.150763644
Q9JMH9,,915,40.27,0.559548111,0.559548111,0.957108207
Q9JMH9,,915,40.27,0.559548111,1,1.150763644
Q8K3H5,,5885,29.64,0.466251706,0.466251706,0.485777301
Q8K3H5,,5885,29.64,0.466251706,1,1.150763644
Q1EG27,,652,41.88,0.474967844,0.474967844,1.164876872
Q99104,,520,42.77,0.386976135,0.386976135,1.062929635
Q99104,,520,42.77,0.386976135,1,1.150763644
Q99104,,5411,30.71,0.386976135,0.386976135,1.062929635
Q99104,,5411,30.71,0.386976135,1,1.150763644
Q64331,,793,41.12,0.869557734,0.869557734,0.986201375
Q64331,,4288,32.87,0.869557734,0.869557734,0.986201375
Q9QY06,,1343,38.82,0.698450562,0.698450562,0.974365254
Q9QY06,,4634,32.24,0.698450562,0.698450562,0.974365254
O70624,,3854,33.64,0.72748359,0.72748359,1.104152951
Q8VIM5,,327,44.37,0.5419208,0.5419208,1.211737278
Q8VIM5,,1217,39.24,0.5419208,0.5419208,1.211737278
Q8VIM5,,3656,33.97,0.5419208,0.5419208,1.211737278
Q8VIM5,,5439,30.65,0.5419208,0.5419208,1.211737278
Q8VIM5,,6163,28.89,0.5419208,0.5419208,1.211737278
P10085,bHLH,7196,23.43,1,1,1.11565578
Q69ZN7,,723,41.46,0.671294363,0.602685674,1.046736505
Q69ZN7,,723,41.46,0.671294363,0.671294363,0.925971683
Q69ZN7,,1825,37.57,0.671294363,0.602685674,1.046736505
Q69ZN7,,1825,37.57,0.671294363,0.671294363,0.925971683
Q62234,,1481,38.45,0.709690103,0.709690103,0.93598462
Q62234,,2683,35.76,0.709690103,0.709690103,0.93598462
Q9JIF9,,1587,38.14,0.72539485,0.72539485,0.813237202
Q9JIF9,,1905,37.36,0.72539485,0.72539485,0.813237202
Q9JK37,,1857,37.46,0.057784426,0.057784426,0.191126159
Q8R4U1,,2148,36.83,0.334602053,0.334602053,1.079493624
Q8R4U1,,2781,35.6,0.334602053,0.334602053,1.079493624
Q3UR85,NDT80/PhoG,812,41,0.114261672,0.114261672,0.877962795
Q3UR85,NDT80/PhoG,942,40.16,0.114261672,0.114261672,0.877962795
Q3UR85,NDT80/PhoG,1594,38.12,0.114261672,0.114261672,0.877962795
Q3UR85,NDT80/PhoG,1835,37.53,0.114261672,0.114261672,0.877962795
Q3UR85,NDT80/PhoG,5365,30.8,0.114261672,0.114261672,0.877962795
Q3UR85,NDT80/PhoG,5722,30.04,0.114261672,0.114261672,0.877962795
Q9ESG9,zf-C2HC,1441,38.56,0.357521834,0.357521834,0.913417765
Q9ESG9,zf-C2HC,1441,38.56,0.357521834,0.283252626,0.870249392
P97500,zf-C2HC,2339,36.44,0.357521834,0.357521834,0.913417765
P97500,zf-C2HC,2339,36.44,0.357521834,0.592906375,1.038869526
P97500,zf-C2HC,4591,32.33,0.357521834,0.357521834,0.913417765
P97500,zf-C2HC,4591,32.33,0.357521834,0.592906375,1.038869526
P97500,zf-C2HC,5208,31.16,0.357521834,0.357521834,0.913417765
P97500,zf-C2HC,5208,31.16,0.357521834,0.592906375,1.038869526
P97500,zf-C2HC,6229,28.72,0.357521834,0.357521834,0.913417765
P97500,zf-C2HC,6229,28.72,0.357521834,0.592906375,1.038869526
Q8CFC2,zf-C2HC,4668,32.18,0.357521834,0.357521834,0.913417765
Q8CFC2,zf-C2HC,4828,31.89,0.357521834,0.357521834,0.913417765
P97500,zf-C2HC,2339,36.44,0.592906375,0.357521834,0.913417765
P97500,zf-C2HC,2339,36.44,0.592906375,0.592906375,1.038869526
P97500,zf-C2HC,4591,32.33,0.592906375,0.357521834,0.913417765
P97500,zf-C2HC,4591,32.33,0.592906375,0.592906375,1.038869526
P97500,zf-C2HC,5208,31.16,0.592906375,0.357521834,0.913417765
P97500,zf-C2HC,5208,31.16,0.592906375,0.592906375,1.038869526
P97500,zf-C2HC,6229,28.72,0.592906375,0.357521834,0.913417765
P97500,zf-C2HC,6229,28.72,0.592906375,0.592906375,1.038869526
Q9CQ25,,4822,31.9,0.288093802,0.288093802,0.900831199
Q3V2Q8,,1330,38.87,0.629132071,0.629132071,0.941583817
Q3V2Q8,,1330,38.87,0.629132071,0.487256758,1.063562181
Q3V2Q8,,4832,31.88,0.629132071,0.629132071,0.941583817
Q3V2Q8,,4832,31.88,0.629132071,0.487256758,1.063562181
Q3V2Q8,,1330,38.87,0.487256758,0.629132071,0.941583817
Q3V2Q8,,1330,38.87,0.487256758,0.487256758,1.063562181
Q3V2Q8,,4832,31.88,0.487256758,0.629132071,0.941583817
Q3V2Q8,,4832,31.88,0.487256758,0.487256758,1.063562181
Q8C7U1,,4933,31.69,0.328481733,0.328481733,1.115149135
Q8C7U1,,6036,29.23,0.328481733,0.328481733,1.115149135
Q80UM3,,3813,33.7,0.71336776,0.71336776,1.032715044
Q80UM3,,3813,33.7,0.71336776,0.87334268,0.893993362
Q80UM3,,6762,26.7,0.71336776,0.71336776,1.032715044
Q80UM3,,6762,26.7,0.71336776,0.87334268,0.893993362
Q8CES0,,406,43.7,0.423886688,0.952587793,0.98920222
Q8CES0,,406,43.7,0.423886688,0.423886688,1.072280009
Q8CES0,,3034,35.14,0.423886688,0.952587793,0.98920222
Q8CES0,,3034,35.14,0.423886688,0.423886688,1.072280009
Q8CES0,,4830,31.89,0.423886688,0.952587793,0.98920222
Q8CES0,,4830,31.89,0.423886688,0.423886688,1.072280009
Q9D2U5,,5369,30.79,0.798414375,0.798414375,1.023401115
Q9D2U5,,6094,29.07,0.798414375,0.798414375,1.023401115
Q61122,,5374,30.78,0.907567185,0.907567185,0.992740054
Q61127,,2754,35.64,0.800857266,0.800857266,0.980137739
Q8BGW5,,4363,32.74,0.831197495,0.831197495,1.024709142
Q8BGW5,,4363,32.74,0.831197495,0.705334324,0.973451991
Q8BGW5,,4363,32.74,0.831197495,1,1.150763644
Q8R2Y9,,2679,35.76,0.915269889,0.915269889,1.009935721
Q8R2Y9,,2679,35.76,0.915269889,0.705334324,0.973451991
P70670,,757,41.3,0.591143364,0.591143364,0.962342634
Q5SWP3,,1639,38.01,0.367582057,0.367582057,0.93106168
Q9DCM7,,3387,34.46,0.75968592,0.75968592,1.019715109
Q9DCM7,,3387,34.46,0.75968592,1,1.150763644
Q8C5H8,,6879,26.12,0.613366779,0.613366779,0.96170916
Q8C5H8,,6879,26.12,0.613366779,0.759677654,1.022470277
Q8C5H8,,6879,26.12,0.759677654,0.613366779,0.96170916
Q8C5H8,,6879,26.12,0.759677654,0.759677654,1.022470277
Q9WUU8,,5911,29.58,0.770235769,0.770235769,0.972052683
Q9WUU8,,5911,29.58,0.770235769,0.375369311,1.080101147
Q8BJ48,,1107,39.61,0.913947752,0.913947752,0.993918424
Q8R4H7,,767,41.27,0.569965776,0.569965776,0.606566532
Q8R4H7,,3601,34.08,0.569965776,0.569965776,0.606566532
Q8BXR5,,2312,36.5,0.964666199,0.964666199,0.992753796
Q80Z64,Homeobox,1442,38.56,0.758239175,0.758239175,0
Q80Z64,Homeobox,3023,35.15,0.758239175,0.758239175,0
Q80WY3,,3629,34.03,0.263551,0.263551,1.105400144
P60322,,6987,25.42,0.874667322,0.874667322,0.927303098
P60322,,6987,25.42,0.874667322,0.595807853,0.827828113
P60324,,4664,32.19,0.142123496,0.142123496,1.879164678
P60324,,4664,32.19,0.142123496,0.327205988,0.796112705
P28656,,1175,39.4,0.618814664,0.618814664,0.965102736
P28656,,1175,39.4,0.618814664,0.717892668,1.267129783
P28656,,2398,36.3,0.618814664,0.618814664,0.965102736
P28656,,2398,36.3,0.618814664,0.717892668,1.267129783
Q794H2,,4029,33.35,0.934812666,0.087890037,0.338412714
Q794H2,,4029,33.35,0.934812666,0.934812666,0.990504951
Q9CWZ7,,6966,25.51,0.19981682,0.19981682,1.098593148
O09043,,4717,32.09,0.672668404,0.672668404,0.777820424
Q9CYQ7,,7291,21.63,0.494382785,0.494382785,1.073817626
Q7TMW6,,4165,33.11,0.687008155,0.687008155,1.035554373
Q8BP47,,223,45.32,0.816367439,0.816367439,1.019624168
Q99MD9,,870,40.57,0.907382579,0.907382579,0.991844789
Q99MD9,,1641,38.01,0.907382579,0.907382579,0.991844789
Q99MD9,,2514,36.08,0.907382579,0.907382579,0.991844789
Q99MD9,,3485,34.29,0.907382579,0.907382579,0.991844789
Q99MD9,,5314,30.93,0.907382579,0.907382579,0.991844789
Q80UM3,,3813,33.7,0.87334268,0.71336776,1.032715044
Q80UM3,,3813,33.7,0.87334268,0.87334268,0.893993362
Q80UM3,,6762,26.7,0.87334268,0.71336776,1.032715044
Q80UM3,,6762,26.7,0.87334268,0.87334268,0.893993362
Q9R123,,231,45.2,0.100175124,0.894620034,0.992895206
Q9R123,,231,45.2,0.100175124,0.100175124,0.850335572
Q9R123,,3452,34.35,0.100175124,0.894620034,0.992895206
Q9R123,,3452,34.35,0.100175124,0.100175124,0.850335572
Q8CH77,,2445,36.2,0.349191832,0.349191832,0.933874423
Q8CH77,,4773,32.01,0.349191832,0.349191832,0.933874423
E9Q842,,4939,31.68,0.945034307,0.945034307,1.015238698
Q61477,,1629,38.03,0.378640107,0.378640107,1.070555262
P55066,,3553,34.16,0.361947512,0.361947512,1.10030162
Q6ZQK0,,806,41.03,0.750675759,0.750675759,1.026358459
Q8C156,,3730,33.85,0.136077021,0.136077021,0.682397028
Q3UYV9,,4092,33.23,0.391930448,0.391930448,1.07217737
Q3UYV9,,5797,29.86,0.391930448,0.391930448,1.07217737
Q9CQ49,,285,44.71,0.591130612,0.591130612,0.954663835
G3X9C2,,5805,29.84,0.294374861,0.294374861,1.990287665
Q09014,,398,43.75,0.65444747,0.65444747,0.937497593
O55033,,857,40.66,0.756806515,0.756806515,1.02838546
Q8K1X4,,1513,38.35,0.993467451,0.993467451,0.996783088
Q8K1X4,,1513,38.35,0.993467451,0.120757655,0.836718936
P28660,,2099,36.94,0.993467451,0.993467451,0.996783088
Q8K1X4,,1513,38.35,0.120757655,0.993467451,0.996783088
Q8K1X4,,1513,38.35,0.120757655,0.120757655,0.836718936
Q9ESJ4,,4812,31.93,0.684739309,0.684739309,1.028361325
P09405,,1247,39.15,0.879518926,0.879518926,0.993575851
P09405,,2308,36.51,0.879518926,0.879518926,0.993575851
P70365,,2260,36.6,0.678611168,0.678611168,1.02935168
P70365,,2260,36.6,0.678611168,0.933677755,1.003147847
P70365,,2503,36.1,0.678611168,0.678611168,1.02935168
P70365,,2503,36.1,0.678611168,0.933677755,1.003147847
P70365,,2580,35.95,0.678611168,0.678611168,1.02935168
P70365,,2580,35.95,0.678611168,0.933677755,1.003147847
Q61026,,3570,34.12,0.653943371,0.459201048,1.068510985
Q61026,,3570,34.12,0.653943371,0.653943371,1.035106336
Q61026,,3570,34.12,0.653943371,0.933677755,1.003147847
O09000,,6990,25.4,0.94472392,0.94472392,0.995175287
O09000,,6990,25.4,0.94472392,0.219054421,0.885107566
O09000,,6990,25.4,0.94472392,0.924778909,0.994953185
Q91W39,,7387,18.15,0.855654909,0.855654909,1.018809303
Q923W1,,7043,25,0.490759278,0.490759278,1.055926998
Q923W1,,7043,25,0.490759278,0.991044872,1.000855285
Q6DFV7,,1037,39.87,0.888958434,0.888958434,1.010033397
Q6DFV7,,5926,29.55,0.888958434,0.888958434,1.010033397
Q60974,MYB,2039,37.09,0.722341582,0.722341582,1.025990073
Q60974,MYB,3986,33.44,0.722341582,0.722341582,1.025990073
Q60974,MYB,4622,32.28,0.722341582,0.722341582,1.025990073
Q60974,MYB,5838,29.73,0.722341582,0.722341582,1.025990073
Q60974,MYB,6923,25.77,0.722341582,0.722341582,1.025990073
Q9WU42,MYB,298,44.61,0.509894943,0.509894943,1.053152192
Q9WU42,MYB,2213,36.69,0.509894943,0.509894943,1.053152192
Q9WU42,MYB,5142,31.28,0.509894943,0.509894943,1.053152192
Q9WU42,MYB,6468,28.05,0.509894943,0.509894943,1.053152192
Q9CZA6,,1165,39.43,0.967013784,0.967013784,1.001859578
Q9CZA6,,2889,35.37,0.967013784,0.967013784,1.001859578
Q9CZA6,,5696,30.12,0.967013784,0.967013784,1.001859578
Q9ERR1,,620,42.1,0.927952137,0.927952137,0.993193829
P25233,,6386,28.27,0.842990299,0.842990299,0.9864674
Q9CPR8,,6370,28.31,0.257533691,0.257533691,1.110824525
Q9QYG0,,7015,25.23,0.439714343,0.439714343,1.057216942
Q9QYF9,,5026,31.49,0.881427816,0.881427816,1.012048374
Q8BTG7,,546,42.59,0.755136238,0.755136238,1.025778019
Q8BTG7,,3719,33.87,0.755136238,0.755136238,1.025778019
Q9Z1P6,,2324,36.48,0.239462858,0.239462858,0.906318861
Q9Z1P6,,4731,32.07,0.239462858,0.239462858,0.906318861
Q9CWG8,,7366,19.08,0.89001257,0.89001257,0.985026207
Q9DCS9,,1945,37.29,0.776818968,0.776818968,1.018978978
Q9CQZ6,,3866,33.62,0.828599829,0.828599829,1.013749129
Q9D6J6,,647,41.91,0.788235293,0.788235293,0.978881763
Q8BK30,,4124,33.17,0.332687905,0.332687905,0.919924528
Q8CFI0,,50,49.24,0.940993376,0.940993376,0.993059007
Q8CFI0,,50,49.24,0.940993376,0.252829011,1.089938295
Q8CFI0,,200,45.73,0.940993376,0.940993376,0.993059007
Q8CFI0,,200,45.73,0.940993376,0.252829011,1.089938295
Q8CFI0,,2002,37.18,0.940993376,0.940993376,0.993059007
Q8CFI0,,2002,37.18,0.940993376,0.252829011,1.089938295
Q8CFI0,,4457,32.58,0.940993376,0.940993376,0.993059007
Q8CFI0,,4457,32.58,0.940993376,0.252829011,1.089938295
Q8CFI0,,50,49.24,0.252829011,0.940993376,0.993059007
Q8CFI0,,50,49.24,0.252829011,0.252829011,1.089938295
Q8CFI0,,200,45.73,0.252829011,0.940993376,0.993059007
Q8CFI0,,200,45.73,0.252829011,0.252829011,1.089938295
Q8CFI0,,2002,37.18,0.252829011,0.940993376,0.993059007
Q8CFI0,,2002,37.18,0.252829011,0.252829011,1.089938295
Q8CFI0,,4457,32.58,0.252829011,0.940993376,0.993059007
Q8CFI0,,4457,32.58,0.252829011,0.252829011,1.089938295
O35177,,2143,36.85,0.197975292,0.197975292,1.276527861
O35177,,2796,35.56,0.197975292,0.197975292,1.276527861
Q8K4Q6,,3595,34.08,0.431423018,0.431423018,0.913718339
Q6R2P8,,867,40.58,0.683584476,0.683584476,0.926027174
P51954,,347,44.2,0.261522854,0.261522854,1.097172215
Q3UGM2,,4736,32.06,0.958537699,0.958537699,0.984406718
Q3UGM2,,4809,31.94,0.958537699,0.958537699,0.984406718
O35942,,7412,15.67,0.246934233,0.246934233,0.753265273
Q9ES70,,2902,35.34,0.743566715,0.743566715,0.978123455
Q8K1R7,,3644,34,0.41528032,0.41528032,0.939839258
Q922L6,,3835,33.66,0.331827086,0.331827086,0.921287055
Q922L6,,3835,33.66,0.331827086,0.462492182,1.323711056
P19426,,1731,37.74,0.664267105,0.664267105,0.964055748
Q8CCP0,,1991,37.2,0.679940506,0.679940506,0.968551994
Q9CQ76,,7167,23.79,0.766211735,0.766211735,1.720612513
Q9Z206,,5064,31.42,0.151559109,0.151559109,1.122069072
Q8BZL1,,369,43.99,0.776456207,0.776456207,1.037851726
Q8BZL1,,2811,35.52,0.776456207,0.776456207,1.037851726
Q923S6,,4110,33.2,0.462646191,0.462646191,1.0772042
Q923S6,,4110,33.2,0.462646191,1,1.150763644
Q0MW30,,6352,28.36,0.537190824,0.537190824,1.088437147
Q0MW30,,6352,28.36,0.537190824,0.29592423,0.796047758
Q0MW30,,6352,28.36,0.537190824,0.656199465,0.878654374
Q0MW30,,6352,28.36,0.29592423,0.537190824,1.088437147
Q0MW30,,6352,28.36,0.29592423,0.29592423,0.796047758
Q0MW30,,6352,28.36,0.29592423,0.656199465,0.878654374
Q0MW30,,6352,28.36,0.656199465,0.537190824,1.088437147
Q0MW30,,6352,28.36,0.656199465,0.29592423,0.796047758
Q0MW30,,6352,28.36,0.656199465,0.656199465,0.878654374
Q5NCX5,,3417,34.4,0.672751111,0.672751111,1.0311932
Q5NCX5,,5949,29.48,0.672751111,0.672751111,1.0311932
Q5NCX5,,6916,25.82,0.672751111,0.672751111,1.0311932
Q60867,bHLH,2554,36,0.705766034,0.705766034,1.044751553
Q62414,bHLH,6207,28.77,0.040112437,0.040112437,1.314992143
O09105,bHLH,4572,32.36,0.630994421,0.630994421,1.195587072
P70661,bHLH,5850,29.7,1,1,1.059394087
Q7TPW1,,5386,30.76,0.967599084,0.967599084,0.978835877
P46662,,1105,39.62,0.320311925,0.320311925,1.079129751
Q810U3,,4476,32.54,0.600285097,0.600285097,0.963263147
Q810U3,,4553,32.39,0.600285097,0.600285097,0.963263147
Q810U3,,4663,32.19,0.600285097,0.600285097,0.963263147
Q9WV30,RHD,6045,29.19,0.46467648,0.46467648,1.059486814
P97305,RHD,4851,31.84,0.644284695,0.644284695,0.961285363
Q8K120,RHD,2979,35.23,0.347970002,0.347970002,0.823073531
Q60795,TF_bZIP,5699,30.11,0.361293341,0.361293341,0.309523006
Q60795,TF_bZIP,5699,30.11,0.361293341,0.940797283,0.99797135
Q60795,TF_bZIP,6131,28.95,0.361293341,0.361293341,0.309523006
Q60795,TF_bZIP,6131,28.95,0.361293341,0.940797283,0.99797135
Q07279,TF_bZIP,5149,31.26,0.361293341,0.361293341,0.309523006
Q61985,TF_bZIP,1094,39.67,0.361293341,0.361293341,0.309523006
Q61985,TF_bZIP,1094,39.67,0.361293341,0.553346316,1.043884874
Q61985,TF_bZIP,1094,39.67,0.361293341,0.537582664,1.066626014
Q61985,TF_bZIP,3269,34.7,0.361293341,0.361293341,0.309523006
Q61985,TF_bZIP,3269,34.7,0.361293341,0.553346316,1.043884874
Q61985,TF_bZIP,3269,34.7,0.361293341,0.537582664,1.066626014
Q61985,TF_bZIP,3358,34.53,0.361293341,0.361293341,0.309523006
Q61985,TF_bZIP,3358,34.53,0.361293341,0.553346316,1.043884874
Q61985,TF_bZIP,3358,34.53,0.361293341,0.537582664,1.066626014
Q61985,TF_bZIP,3649,33.99,0.361293341,0.361293341,0.309523006
Q61985,TF_bZIP,3649,33.99,0.361293341,0.553346316,1.043884874
Q61985,TF_bZIP,3649,33.99,0.361293341,0.537582664,1.066626014
Q61985,TF_bZIP,1094,39.67,0.553346316,0.361293341,0.309523006
Q61985,TF_bZIP,1094,39.67,0.553346316,0.553346316,1.043884874
Q61985,TF_bZIP,1094,39.67,0.553346316,0.537582664,1.066626014
Q61985,TF_bZIP,3269,34.7,0.553346316,0.361293341,0.309523006
Q61985,TF_bZIP,3269,34.7,0.553346316,0.553346316,1.043884874
Q61985,TF_bZIP,3269,34.7,0.553346316,0.537582664,1.066626014
Q61985,TF_bZIP,3358,34.53,0.553346316,0.361293341,0.309523006
Q61985,TF_bZIP,3358,34.53,0.553346316,0.553346316,1.043884874
Q61985,TF_bZIP,3358,34.53,0.553346316,0.537582664,1.066626014
Q61985,TF_bZIP,3649,33.99,0.553346316,0.361293341,0.309523006
Q61985,TF_bZIP,3649,33.99,0.553346316,0.553346316,1.043884874
Q61985,TF_bZIP,3649,33.99,0.553346316,0.537582664,1.066626014
Q60795,TF_bZIP,5699,30.11,0.940797283,0.361293341,0.309523006
Q60795,TF_bZIP,5699,30.11,0.940797283,0.940797283,0.99797135
Q60795,TF_bZIP,6131,28.95,0.940797283,0.361293341,0.309523006
Q60795,TF_bZIP,6131,28.95,0.940797283,0.940797283,0.99797135
P25799,RHD,2875,35.4,0.824528559,0.824528559,0.982959726
B1AY10,zf-NF-X1,4148,33.13,0.527935957,0.527935957,1.051100407
E9Q8I7,zf-NF-X1,2829,35.49,0.399462927,0.399462927,0.921722221
E9Q8I7,zf-NF-X1,3969,33.46,0.399462927,0.399462927,0.921722221
P23708,,2021,37.13,0.930135109,0.930135109,1.01152177
P23708,,4415,32.66,0.930135109,0.930135109,1.01152177
P63139,NF-YB,2746,35.66,0.487607798,0.487607798,1.063540702
Q8CHT1,,2369,36.37,0.837267968,0.837267968,0.968337058
Q8CHT1,,5851,29.7,0.837267968,0.837267968,0.968337058
P01139,,6955,25.57,1.38E-14,1.38E-14,2.796866878
Q9Z0W1,,6892,26,0.867705308,0.867705308,1.05831512
Q9WTZ9,,4589,32.33,0.84280577,0.84280577,0.98322735
O08692,,4981,31.57,1,1,0.990365314
Q3KNJ2,,6617,27.38,0.756989758,0.756989758,1.09805028
Q8BZW8,,3525,34.22,0.895325073,0.895325073,1.016391652
B1AV60,,5506,30.53,0.893402841,0.893402841,0.986453732
Q7TMY4,,6833,26.34,0.891741948,0.891741948,0.98855006
Q7TMY4,,6833,26.34,0.891741948,0.780588737,1.025224983
Q6ZQ12,,1061,39.77,0.47159091,0.47159091,1.092002741
Q6ZQ12,,1598,38.11,0.47159091,0.47159091,1.092002741
Q6ZQ12,,3193,34.84,0.47159091,0.47159091,1.092002741
Q6ZQ12,,4521,32.47,0.47159091,0.47159091,1.092002741
Q6ZQ12,,4943,31.67,0.47159091,0.47159091,1.092002741
Q6KCD5,,495,42.93,0.570141744,0.570141744,1.048029678
Q6KCD5,,2980,35.23,0.570141744,0.570141744,1.048029678
Q6KCD5,,4436,32.62,0.570141744,0.570141744,1.048029678
Q6KCD5,,7060,24.89,0.570141744,0.570141744,1.048029678
Q8CEC5,,4932,31.7,0.316546694,0.316546694,1.07622804
Q9CR56,,4299,32.86,0.696246905,0.696246905,0.962033834
G3UXB3,Homeobox,303,44.57,0.487263081,0.487263081,Inf
G3UXB3,Homeobox,4937,31.69,0.487263081,0.487263081,Inf
P42580,Homeobox,317,44.45,0.487263081,0.487263081,Inf
P42580,Homeobox,317,44.45,0.487263081,0.399456142,3.628846127
P42580,Homeobox,4069,33.29,0.487263081,0.487263081,Inf
P42580,Homeobox,4069,33.29,0.487263081,0.399456142,3.628846127
P42580,Homeobox,317,44.45,0.399456142,0.487263081,Inf
P42580,Homeobox,317,44.45,0.399456142,0.399456142,3.628846127
P42580,Homeobox,4069,33.29,0.399456142,0.487263081,Inf
P42580,Homeobox,4069,33.29,0.399456142,0.399456142,3.628846127
P50220,Homeobox,711,41.54,0.819910359,0.819910359,0.928161015
P50220,Homeobox,711,41.54,0.819910359,0.754661635,1.036170448
P42586,Homeobox,2817,35.51,0.231858245,0.231858245,0.849374238
P97334,Homeobox,702,41.59,1,1,Inf
P97334,Homeobox,1495,38.4,1,1,Inf
P43688,Homeobox,1263,39.1,,,
P97503,Homeobox,4577,32.35,1,1,Inf
D3Z4R4,Homeobox,2625,35.88,0.224780362,0.224780362,0.878308233
D3Z4R4,Homeobox,3229,34.78,0.224780362,0.224780362,0.878308233
Q69ZK9,,7000,25.32,0.990516954,0.990516954,0.996262623
Q8VIH1,Homeobox,346,44.21,0.993168169,0.993168169,0.513896081
O35710,,3855,33.63,0.166099899,,
O35710,,3855,33.63,0.166099899,0.166099899,1.115945619
Q99ME9,,121,47.05,0.148161222,0.933545307,0.994919177
Q99ME9,,121,47.05,0.148161222,0.148161222,1.2322281
